"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot)."
"Sweet Palena","Sweet pepper","Lamuyo-type pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/lamuyo-type_pepper/sweet_palena/",,"Pa15","30 Seeds",true,"6.07 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Sweet Julie","Sweet pepper","Snack sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/snack_sweet_pepper/sweet_julie/",,"Pa77","25 seeds",true,"5.90 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Paradiso","Sweet pepper","Snack sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/snack_sweet_pepper/paradiso/",,"Pa25","35 Seeds",true,"4.92 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Yola","Sweet pepper","Snack sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/snack_sweet_pepper/yola/",,"Pa58","35 Seeds",true,"5.28 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Piquillo","Sweet pepper","Snack sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/snack_sweet_pepper/piquillo/",,"Pa81","25 seeds",true,"7.36 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Glockenpaprika","Sweet pepper","Hot sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/hot_sweet_pepper/glockenpaprika/",,"CV46","20 Seeds",true,"6.00 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Mustafa","Sweet pepper","Hot sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/hot_sweet_pepper/mustafa/",,"CV111","30 Seeds",true,"7.55 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Ferenc Tender","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/ferenc_tender/",,"Pa21","25 Seeds",true,"6.14 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Runa","Sweet pepper","Tomato-pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/tomato_pepper/runa/",,"Pa60","30 Korn",false,"8.30 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Monanta","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/monanta/",,"Pa52","35 Seeds",true,"6.58 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Zlata","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/zlata/",,"Pa54","35 Seeds",true,"5.83 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Somborckina","Sweet pepper","Hot sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/hot_sweet_pepper/somborckina/",,"CV110","30 Seeds",true,"7.01 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Türkischer Gewürzpaprika","Sweet pepper","Hot sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/hot_sweet_pepper/tuerkischer_gewuerzpaprika/",,"CV109","30 Seeds",true,"6.75 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Anka","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/anka/",,"Pa51","35 Seeds",true,"5.33 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Corno giallo","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/corno_giallo/",,"Pa17","35 Seeds",true,"7.39 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Corno rosso","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/corno_rosso/",,"Pa16","35 Seeds",true,"6.94 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Korosko","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/korosko/",,"Pa23","35 Seeds",true,"6.83 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Julietta","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/julietta/",,"Pa38","35 Seeds",true,"7.66 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"RS-Pa-14.20 (Ajvarski)","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/rs-pa-14.20_ajvarski/",,"Pa68","25 Korn",true,"6.13 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Karmen","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/karmen/",,"Pa27","35 Seeds",true,"7.04 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Pilunca","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/pilunca/",,"CV23","30 Seeds",true,"6.17 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Antalya‘dan","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/antalya_dan/",,"CV22","40 Seeds",true,"7.23 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Paradeisfrüchtig Frührot","Sweet pepper","Tomato-pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/tomato_pepper/paradeisfruechtig_fruehrot/",,"Pa14","40 Seeds",true,"8.42 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Paradeisfrüchtiger Gelber","Sweet pepper","Tomato-pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/tomato_pepper/paradeisfruechtiger_gelber/",,"CV108","30 Seeds",true,"7.38 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Yesil Tatli","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/yesil_tatli/",,"CV24","30 Seeds",true,"7.82 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Rondero","Sweet pepper","Tomato-pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/tomato_pepper/rondero/",,"Pa18","35 Seeds",true,"8.25 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Cornetto","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/cornetto/",,"CV107","30 Seeds",true,"6.60 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Kurtovska kapiya 1","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/kurtovska_kapiya_1/",,"Pa57","30 Seeds",true,"7.15 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Hamlet","Sweet pepper","Pointed pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/pointed_pepper/hamlet/",,"Pa59","30 Seeds",true,"6.45 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Love-Lies Bleeding","Flowers and herbs","Annual","https://www.reinsaat.at/shop/EN/flowers_and_herbs/annual/love-lies_bleeding/","[8,9,10]","B5","0.5 g",false,"0.70 g","[10]",,"[7,8,9]",,,,,,,"[12,13,14,15,16,17,18,19]",,,,,,,,,,,,,,,,,,,,,,,,
"Verte a coeur plein 2","Lettuce","Lamb's salad","https://www.reinsaat.at/shop/EN/lettuce/lamb_s_salad/verte_a_coeur_plein_2/","[15,16,17]","Sa49","für ca. 5m²",false,"1.24 g",,"[3,4,5,6,19,20,21,22,23]","greenhouse - from September till January","10 – 30 x 1 cm row spacing 10-15 cm","1 cm",,,,"outdoors – from August till mid-September;",,,,"BSA, SAT","1-2 g",,,,,,,,"[1,2,3,4,5,18,19,20,21,22,23,24]",,,,,,,,,,,,
"Crimson Sweet","Melons","Water melons","https://www.reinsaat.at/shop/EN/melons/water_melon/crimson_sweet/",,"Me81","25 seeds",true,"35.96 g","[11]","[14,15,16,17]","[7,8,9,10]","100 x 30-50 cm","approx. 2-3 cm",,,"200 seeds or 5-10 g/acre","from April till May; pre-cultivation; optimal soil temperature 25°C",,"from mid-May in greenhouse; in protected outdoor locations;",,"AMA, GHO, PAN, ROS, RUL, SPE","20-45g",,,,,"25 – 30°C",,,"[10,11]",,,,,,,,,,,,
"Sugar Baby","Melons","Water melons","https://www.reinsaat.at/shop/EN/melons/water_melon/sugar_baby/",,"Me80","25 Seeds",true,"41.25 g","[11]","[14,15,16,17]","[7,8,9,10]","100 x 30-50 cm","approx. 2-3 cm",,,"200 seeds or 5-10 g/acre","from April till May; pre-cultivation; optimal soil temperature 25°C",,"from mid-May in greenhouse; in protected outdoor locations;",,"AMA, GHO, PAN, ROS, RUL, SPE","20-45g",,,,,"25 – 30°C",,,"[10,11]",,,,,,,,,,,,
"Charentais","Melons","Sugar melons / Honey melons","https://www.reinsaat.at/shop/EN/melons/sugar_melons_honey_melons/charentais/",,"Me97","30 Seeds",true,"26.41 g","[11]","[14,15,16,17]","[7,8,9,10]","100 x 30-50 cm","approx. 2-3 cm",,,"200 seeds or 5-10 g/acre","from April till May; pre-cultivation; optimal soil temperature 25°C",,"from mid-May in greenhouse; in protected outdoor locations;",,"AMA, GHO, PAN, ROS, RUL, SPE","20-45g",,,,,"25 – 30°C",,,"[10,11]",,,,,,,,,,,,
"Zuckermelone Best Jumbo","Melons","Sugar melons / Honey melons","https://www.reinsaat.at/shop/EN/melons/sugar_melons_honey_melons/zuckermelone_best_jumbo/",,"Me91","25 Seeds",true,"22.19 g","[11]","[14,15,16,17]","[7,8,9,10]","100 x 30-50 cm","approx. 2-3 cm",,,"200 seeds or 5-10 g/acre","from April till May; pre-cultivation; optimal soil temperature 25°C",,"from mid-May in greenhouse; in protected outdoor locations;",,"AMA, GHO, PAN, ROS, RUL, SPE","20-45g",,,,,"25 – 30°C",,,"[10,11]",,,,,,,,,,,,
"Tendral negro tardio","Melons","Sugar melons / Honey melons","https://www.reinsaat.at/shop/EN/melons/sugar_melons_honey_melons/tendral_negro_tardio/",,"Me95","15 Seeds",true,"36.90 g","[11]","[14,15,16,17]","[7,8,9,10]","100 x 30-50 cm","approx. 2-3 cm",,,"200 seeds or 5-10 g/acre","from April till May; pre-cultivation; optimal soil temperature 25°C",,"from mid-May in greenhouse; in protected outdoor locations;",,"AMA, GHO, PAN, ROS, RUL, SPE","20-45g",,,,,"25 – 30°C",,,"[10,11]",,,,,,,,,,,,
"Hógolyó","Melons","Sugar melons / Honey melons","https://www.reinsaat.at/shop/EN/melons/sugar_melons_honey_melons/h_goly/",,"Me92","25 Seeds",true,"44.94 g","[11]","[14,15,16,17]","[7,8,9,10]","100 x 30-50 cm","approx. 2-3 cm",,,"200 seeds or 5-10 g/acre","from April till May; pre-cultivation; optimal soil temperature 25°C",,"from mid-May in greenhouse; in protected outdoor locations;",,"AMA, GHO, PAN, ROS, RUL, SPE","20-45g",,,,,"25 – 30°C",,,"[10,11]",,,,,,,,,,,,
"Petit gris de Rennes","Melons","Sugar melons / Honey melons","https://www.reinsaat.at/shop/EN/melons/sugar_melons_honey_melons/petit_gris_de_rennes/",,"Me96","25 Seeds",true,"23.86 g","[11]","[14,15,16,17]","[7,8,9,10]","100 x 30-50 cm","approx. 2-3 cm",,,"200 seeds or 5-10 g/acre","from April till May; pre-cultivation; optimal soil temperature 25°C",,"from mid-May in greenhouse; in protected outdoor locations;",,"AMA, GHO, PAN, ROS, RUL, SPE","20-45g",,,,,"25 – 30°C",,,"[10,11]",,,,,,,,,,,,
"Vit","Lettuce","Lamb's salad","https://www.reinsaat.at/shop/EN/lettuce/lamb_s_salad/vit/","[15,16,17]","Sa52","5 g",true,"1.83 g",,"[3,4,5,6,19,20,21,22,23]","greenhouse - from September till January","10 – 30 x 1 cm row spacing 10-15 cm","1 cm",,,,"outdoors – from August till mid-September;",,,,"BSA, SAT","1-2 g",,,,,,,,"[1,2,3,4,5,18,19,20,21,22,23,24]",,,,,,,,,,,,
"Bonbon Pfefferoni","Sweet pepper","Snack sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/snack_sweet_pepper/bonbon_pfefferoni/",,"Pa50","30 Seeds",true,"5.11 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,""
"Milder Spiral","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/milder_spiral/",,"Pa34","40 Seeds",true,"6.75 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,""
"Croccanti rossi","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/croccanti_rossi/",,"CV69","30 Seeds",true,"4.54 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,""
"Sigaretta","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/sigaretta/",,"Pa33","40 Seeds",true,"5.40 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,""
"Mauritz","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/mauritz/",,"Pa70","15 seeds",true,"6.50 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,""
"Poupila","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/poupila/",,"Pa65","30 Seeds",true,"2.25 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,""
"Shishito","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/shishito/",,"Pa73","15 Korn",true,"6.00 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8]",,,,,,,,,,,,""
"Santiago","Chilli peppers / Chilli","Jalopeño","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/jalope_o/santiago/",,"Pa71","25 seeds",true,"6.83 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,""
