"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot).","Aussaat/ Pflanzung Freiland","Artikelnummer","Portionsinhalt","Tausendkorngewicht (TKG)","Ernte","Pflanzung Freiland","Voranzucht","Aussaat","Abstände","Anbau","Abstand","Saatgutbedarf","Saattiefe","Blütezeit","Legezeit","Pflanzabstände","Pflanzgutbedarf","Pflanztiefe","Vermehrer","Pflanzung","Stecktiefe","Direktsaat","Tausendkornmasse","Keimtemperatur","1. Ernte","Aussaat/ Pflanzung Gewächshaus","Voranzucht bis Ernte","Entwicklungszeit","Aussaat/Voranzucht","Präzisionssaatgut","Vorkultur","Kulturdauer","Saatttiefe","10-stufigen Skala 0 (mild) - 10 (extrem scharf)."
"Longue de Nice","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/longue_de_nice/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü23","8 Korn","120.68 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Langer von Neapel","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/langer_von_neapel/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü14","10 Korn","142.74 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Tondo chiaro di Nizza","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/tondo_chiaro_di_nizza/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu18","10 Korn","126.36 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Atlantic Giant","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/atlantic_giant/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü34","5 Korn","329.97 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Mini Butternut","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/mini_butternut/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü35","8 Korn","74.14 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Violina","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/violina/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü33","8 Korn","101.18 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Verde di Macerata","Kohlgewächse","Blumenkohl/Karfiol","https://www.reinsaat.at/shop/DE/kohlgewaechse/blumenkohl_karfiol/verde_di_macerata/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko95","50 Korn","4.43 g","[12,13,14,15,16,17,18,19,20]",,"[5,6]","Vorkultur ab Mitte März (im Gewächshaus ab Jänner) mit","50 x 50, 60 x 75",,,"bei Voranzucht 2 – 4 g/a","1 cm",,,,,,"BSA, XST, SAT",,,,"2,5 – 3,5 g","15 – 20°C",,,,,,"mind. 90% Keimfähigkeit",,,,
"Red Turban","Kürbis","Zierkürbis","https://www.reinsaat.at/shop/DE/kuerbis/zierkuerbis/red_turban/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü64","8 Korn","238.15 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Butternut Waltham","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/butternut_waltham/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü25","8 Korn","96.95 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Goodman","Kohlgewächse","Blumenkohl/Karfiol","https://www.reinsaat.at/shop/DE/kohlgewaechse/blumenkohl_karfiol/goodman/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10]","Ko33","40 Korn","3.40 g","[7,8,9,10,11,12,13,14]",,"[3,4,5,6,7,8]","Vorkultur ab Mitte März (im Gewächshaus ab Jänner) mit","50 x 50, 60 x 75",,,"bei Voranzucht 2 – 4 g/a","1 cm",,,,,,"BSA, XST, SAT",,,,"2,5 – 3,5 g","15 – 20°C",,,,,,"mind. 90% Keimfähigkeit",,,,
"Tabiro","Kohlgewächse","Blumenkohl/Karfiol","https://www.reinsaat.at/shop/DE/kohlgewaechse/blumenkohl_karfiol/tabiro/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko35","30 Korn","2.96 g","[12,13,14,15,16,17,18,19,20]",,"[5,6]","Vorkultur ab Mitte März (im Gewächshaus ab Jänner) mit","50 x 50, 60 x 75",,,"bei Voranzucht 2 – 4 g/a","1 cm",,,,,,"BSA, XST, SAT",,,,"2,5 – 3,5 g","15 – 20°C",,,,,,"mind. 90% Keimfähigkeit",,,,
"Magenta Sunset","Mangold",,"https://www.reinsaat.at/shop/DE/mangold/magenta_sunset/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12]","Ma20",,"13.43 g","[11,12,13,14,15,16,17,18]",,"für Freilandanbau - März bis Juni zur Pflanzung von April bis Juli.",,,,,"24 g/a bei Vorkultur, Direktsaat: 100 – 150 g/a","ca. 3 cm",,,"30 - 40 cm Reihenabstand",,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,",,,"April bis Mitte Juni","10 -18 g","18 – 20°C",,,,,,,,,,
"Neckarperle","Kohlgewächse","Blumenkohl/Karfiol","https://www.reinsaat.at/shop/DE/kohlgewaechse/blumenkohl_karfiol/neckarperle/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko30","50 Korn","3.14 g","[12,13,14,15,16,17,18,19,20]",,"[5,6]","Vorkultur ab Mitte März (im Gewächshaus ab Jänner) mit","50 x 50, 60 x 75",,,"bei Voranzucht 2 – 4 g/a","1 cm",,,,,,"BSA, XST, SAT",,,,"2,5 – 3,5 g","15 – 20°C",,,,,,"mind. 90% Keimfähigkeit",,,,
"Odysseus","Kohlgewächse","Blumenkohl/Karfiol","https://www.reinsaat.at/shop/DE/kohlgewaechse/blumenkohl_karfiol/odysseus/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko31","40 Korn","2.76 g","[12,13,14,15,16,17,18,19,20]",,"[5,6]","Vorkultur ab Mitte März (im Gewächshaus ab Jänner) mit","50 x 50, 60 x 75",,,"bei Voranzucht 2 – 4 g/a","1 cm",,,,,,"BSA, XST, SAT",,,,"2,5 – 3,5 g","15 – 20°C",,,,,,"mind. 90% Keimfähigkeit",,,,
"Di Sicilia violetto","Kohlgewächse","Blumenkohl/Karfiol","https://www.reinsaat.at/shop/DE/kohlgewaechse/blumenkohl_karfiol/di_sicilia_violetto/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko57","50 Korn","3.90 g","[12,13,14,15,16,17,18,19,20]",,"[5,6]","Vorkultur ab Mitte März (im Gewächshaus ab Jänner) mit","50 x 50, 60 x 75",,,"bei Voranzucht 2 – 4 g/a","1 cm",,,,,,"BSA, XST, SAT",,,,"2,5 – 3,5 g","15 – 20°C",,,,,,"mind. 90% Keimfähigkeit",,,,
"Feurio","Mangold",,"https://www.reinsaat.at/shop/DE/mangold/feurio/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12]","CV121","3 g","17.61 g","[11,12,13,14,15,16,17,18]",,"für Freilandanbau - März bis Juni zur Pflanzung von April bis Juli.",,,,,"24 g/a bei Vorkultur, Direktsaat: 100 – 150 g/a","ca. 3 cm",,,"30 - 40 cm Reihenabstand",,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,",,,"April bis Mitte Juni","10 -18 g","18 – 20°C",,,,,,,,,,
"Verde a costa bianca 3","Mangold",,"https://www.reinsaat.at/shop/DE/mangold/verde_a_costa_bianca_3/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,6,7,8,9,10,11,12]","Ma14","150 Pflanzen","13.31 g","[7,8,9,10,11,12,13,14,15,16,17]",,"für Freilandanbau - März bis Juni zur Pflanzung von April bis Juli.",,,,,"24 g/a bei Vorkultur, Direktsaat: 100 – 150 g/a","ca. 3 cm",,,"30 - 40 cm Reihenabstand",,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,",,,"April bis Mitte Juni","10 -18 g","18 – 20°C",,,,,,,,,,
"Bionda a costa larga argentata 2","Mangold",,"https://www.reinsaat.at/shop/DE/mangold/bionda_a_costa_larga_argentata_2/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,6,7,8,9,10,11,12]","Ma15","2.5 g","14.41 g","[7,8,9,10,11,12,13,14,15,16,17]",,"für Freilandanbau - März bis Juni zur Pflanzung von April bis Juli.",,,,,"24 g/a bei Vorkultur, Direktsaat: 100 – 150 g/a","ca. 3 cm",,,"30 - 40 cm Reihenabstand",,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,",,,"April bis Mitte Juni","10 -18 g","18 – 20°C",,,,,,,,,,
"Lucullus","Mangold",,"https://www.reinsaat.at/shop/DE/mangold/lucullus/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12]","Ma13","für ca. 150 Pflanzen","15.29 g","[11,12,13,14,15,16,17,18]",,"für Freilandanbau - März bis Juni zur Pflanzung von April bis Juli.",,,,,"24 g/a bei Vorkultur, Direktsaat: 100 – 150 g/a","ca. 3 cm",,,"30 - 40 cm Reihenabstand",,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,",,,"April bis Mitte Juni","10 -18 g","18 – 20°C",,,,,,,,,,
"Tre Colori","Mangold",,"https://www.reinsaat.at/shop/DE/mangold/tre_colori/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12]","Ma19","2,5 g","13.88 g","[11,12,13,14,15,16,17,18]",,"für Freilandanbau - März bis Juni zur Pflanzung von April bis Juli.",,,,,"24 g/a bei Vorkultur, Direktsaat: 100 – 150 g/a","ca. 3 cm",,,"30 - 40 cm Reihenabstand",,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,",,,"April bis Mitte Juni","10 -18 g","18 – 20°C",,,,,,,,,,
"Walliser","Mangold",,"https://www.reinsaat.at/shop/DE/mangold/walliser/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12]","Ma12","2.5 g","19.35 g","[11,12,13,14,15,16,17,18]",,"für Freilandanbau - März bis Juni zur Pflanzung von April bis Juli.",,,,,"24 g/a bei Vorkultur, Direktsaat: 100 – 150 g/a","ca. 3 cm",,,"30 - 40 cm Reihenabstand",,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,",,,"April bis Mitte Juni","10 -18 g","18 – 20°C",,,,,,,,,,
"Granat","Kohlgewächse","Rotkraut","https://www.reinsaat.at/shop/DE/kohlgewaechse/rotkraut/granat/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10]","Ko5","für ca. 100 Pflanzen","3.79 g","nach ca. 14 – 21 Wochen",,"Februar bis Anfang Juni",,,,,"3 – 4,5 g/a","1,5 cm",,,"50-60 x 45-50 cm",,,"BSA, RFE, SAT",,,"ab April/Mai","3 – 4 g","15 – 20°C",,,,,,,,,,
"RS-Ko-01.22 (Rosamund)","Kohlgewächse","Rotkraut","https://www.reinsaat.at/shop/DE/kohlgewaechse/rotkraut/rs-ko-01.22_rosamund/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10]","Ko77",,"3.70 g","nach ca. 14 – 21 Wochen",,"Februar bis Anfang Juni",,,,,"3 – 4,5 g/a","1,5 cm",,,"50-60 x 45-50 cm",,,"BSA, RFE, SAT",,,"ab April/Mai","3 – 4 g","15 – 20°C",,,,,,,,,,
"Tête Noire 3","Kohlgewächse","Rotkraut","https://www.reinsaat.at/shop/DE/kohlgewaechse/rotkraut/t_te_noire_3/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10]","Ko47","0.4 g","4.00 g","nach ca. 14 – 21 Wochen",,"Februar bis Anfang Juni",,,,,"3 – 4,5 g/a","1,5 cm",,,"50-60 x 45-50 cm",,,"BSA, RFE, SAT",,,"ab April/Mai","3 – 4 g","15 – 20°C",,,,,,,,,,
"Rodynda","Kohlgewächse","Rotkraut","https://www.reinsaat.at/shop/DE/kohlgewaechse/rotkraut/rodynda/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10]","Ko10","0.4 g","3.88 g","nach ca. 14 – 21 Wochen",,"Februar bis Anfang Juni",,,,,"3 – 4,5 g/a","1,5 cm",,,"50-60 x 45-50 cm",,,"BSA, RFE, SAT",,,"ab April/Mai","3 – 4 g","15 – 20°C",,,,,,,,,,
"Kalibos","Kohlgewächse","Rotkraut","https://www.reinsaat.at/shop/DE/kohlgewaechse/rotkraut/kalibos/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8]","Ko48","50 Korn","3.29 g","nach ca. 14 – 21 Wochen",,"Februar bis Anfang Juni",,,,,"3 – 4,5 g/a","1,5 cm",,,"50-60 x 45-50 cm",,,"BSA, RFE, SAT",,,"ab April/Mai","3 – 4 g","15 – 20°C",,,,,,,,,,
"Vorbote 3","Kohlgewächse","Wirsing","https://www.reinsaat.at/shop/DE/kohlgewaechse/wirsing/vorbote_3/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,12,13]","Ko15","0.6 g","3.58 g","nach 8-20 Wochen (sortenbedingt),",,"[4,5,6]",,,,,"2 – 4 g/a","1 - 2 cm",,,"40-65 x 40-50 cm",,,"RFE",,,"ab April","3 – 4 g","15 – 20°C",,,,,,,"Februar bis Ende Mai",,,
"Vertus 3","Kohlgewächse","Wirsing","https://www.reinsaat.at/shop/DE/kohlgewaechse/wirsing/vertus_3/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8]","Ko44","60 Korn","3.89 g","nach 8-20 Wochen (sortenbedingt),",,"[5,6]",,,,,"2 – 4 g/a","1 - 2 cm",,,"40-65 x 40-50 cm",,,"RFE",,,"ab April","3 – 4 g","15 – 20°C",,,,,,,"Februar bis Ende Mai",,,
"Winterfürst 2","Kohlgewächse","Wirsing","https://www.reinsaat.at/shop/DE/kohlgewaechse/wirsing/winterfuerst_2/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8]","Ko40","60 Korn","3.08 g","nach 8-20 Wochen (sortenbedingt),",,"[5,6]",,,,,"2 – 4 g/a","1 - 2 cm",,,"40-65 x 40-50 cm",,,"RFE",,,"ab April","3 – 4 g","15 – 20°C",,,,,,,"Februar bis Ende Mai",,,
"Langedijská","Kohlgewächse","Wirsing","https://www.reinsaat.at/shop/DE/kohlgewaechse/wirsing/langedijsk/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8]","Ko16","60 Korn","3.69 g","nach 8-20 Wochen (sortenbedingt),",,"[5,6]",,,,,"2 – 4 g/a","1 - 2 cm",,,"40-65 x 40-50 cm",,,"RFE",,,"ab April","3 – 4 g","15 – 20°C",,,,,,,"Februar bis Ende Mai",,,
"Violaceo di Verona","Kohlgewächse","Wirsing","https://www.reinsaat.at/shop/DE/kohlgewaechse/wirsing/violaceo_di_verona/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10]","Ko43","60 Korn","4.57 g","nach 8-20 Wochen (sortenbedingt),",,"[5,6,7,8]",,,,,"2 – 4 g/a","1 - 2 cm",,,"40-65 x 40-50 cm",,,"RFE",,,"ab April","3 – 4 g","15 – 20°C",,,,,,,"Februar bis Ende Mai",,,
"Holt","Neue Sorten 2023",,"https://www.reinsaat.at/shop/DE/neue_sorten_2023/holt/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ko90","0.3g","2.50 g","nach ca. 10-20 Wochen (sortenbedingt) – Frühsorten ab Juni,","[9,10,11]","Frühsorten Ende Jänner bis Anfang Juli,",,,,,"2 – 4 g/a","1 – 2 cm",,,"40-75 x 40-50 cm",,,"BSA, RFE",,,"Frühsorten ab März bis Mai, Lagerkraut im April","3 – 4 g","15 – 20°C",,,,,,,,,,
"Limba","Kohlgewächse","Broccoli","https://www.reinsaat.at/shop/DE/kohlgewaechse/broccoli/limba/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40 x 40 cm - 45 x 45 cm",,"[8,9,10,11,12,13]","Ko49","50 Korn","2.94 g","Anfang August bis Mitte Oktober.",,"von Mitte März bis April. Im Gewächshaus ab Ende Jänner.",,"Ko49: 60 x 50 cm",,,"4 – 5 g/a","1 – 2 cm",,,,,,"AJG, ARC SCO, XST","nach 4 – 6 Wochen ins Freiland.",,"im Freiland von Mitte April bis Mitte Juli","3 – 3,5 g","15 – 20°",,,,,,,,,,
"Ramoso calabrese","Kohlgewächse","Broccoli","https://www.reinsaat.at/shop/DE/kohlgewaechse/broccoli/ramoso_calabrese/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40 x 40 cm - 45 x 45 cm",,"[8,9,10,11,12,13]","Ko51","50 Korn","3.81 g","Anfang August bis Mitte Oktober.",,"von Mitte März bis April. Im Gewächshaus ab Ende Jänner.",,"Ko49: 60 x 50 cm",,,"4 – 5 g/a","1 – 2 cm",,,,,,"AJG, ARC SCO, XST","nach 4 – 6 Wochen ins Freiland.",,"im Freiland von Mitte April bis Mitte Juli","3 – 3,5 g","15 – 20°",,,,,,,,,,
"Leonora","Kohlgewächse","Broccoli","https://www.reinsaat.at/shop/DE/kohlgewaechse/broccoli/leonora/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40 x 40 cm - 45 x 45 cm",,"[8,9,10,11,12,13]","Ko50","50 Korn","2.58 g","Anfang August bis Mitte Oktober.",,"von Mitte März bis April. Im Gewächshaus ab Ende Jänner.",,"Ko49: 60 x 50 cm",,,"4 – 5 g/a","1 – 2 cm",,,,,,"AJG, ARC SCO, XST","nach 4 – 6 Wochen ins Freiland.",,"im Freiland von Mitte April bis Mitte Juli","3 – 3,5 g","15 – 20°",,,,,,,,,,
"Superschmelz","Kohlgewächse","Kohlrabi","https://www.reinsaat.at/shop/DE/kohlgewaechse/kohlrabi/superschmelz/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko19","für ca. 80-100 Pflanzen","3.14 g","Ende April bis Ende Oktober",,,"für Pflanzung im Gewächshaus ab Anfang Jänner,",,,,"2 – 4 g/a","1 – 1,5 cm",,,"30 x 30 cm bis 50 x 40 cm",,,"RFE",,,,"3,5 – 4,5 g","18 – 20°C",,"[2,3,4,5,6]","durchschnittlich 120 Tage (12-20 Wochen),",,,,,"Saat bis Ernte 12-20 Wochen",,
"Azur Star","Kohlgewächse","Kohlrabi","https://www.reinsaat.at/shop/DE/kohlgewaechse/kohlrabi/azur_star/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko17","0.5 g","4.18 g","Ende April bis Ende Oktober",,,"für Pflanzung im Gewächshaus ab Anfang Jänner,",,,,"2 – 4 g/a","1 – 1,5 cm",,,"30 x 30 cm bis 50 x 40 cm",,,"RFE",,,,"3,5 – 4,5 g","18 – 20°C",,"[2,3,4,5,6]","durchschnittlich 120 Tage (12-20 Wochen),",,,,,"Saat bis Ernte 12-20 Wochen",,
"Lanro","Kohlgewächse","Kohlrabi","https://www.reinsaat.at/shop/DE/kohlgewaechse/kohlrabi/lanro/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko26","0.5 g","3.43 g","Ende April bis Ende Oktober",,,"für Pflanzung im Gewächshaus ab Anfang Jänner,",,,,"2 – 4 g/a","1 – 1,5 cm",,,"30 x 30 cm bis 50 x 40 cm",,,"RFE",,,,"3,5 – 4,5 g","18 – 20°C",,"[2,3,4,5,6]","durchschnittlich 120 Tage (12-20 Wochen),",,,,,"Saat bis Ernte 12-20 Wochen",,
"Blaro","Kohlgewächse","Kohlrabi","https://www.reinsaat.at/shop/DE/kohlgewaechse/kohlrabi/blaro/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko21","80-100 Pflanzen","3.88 g","Ende April bis Ende Oktober",,,"für Pflanzung im Gewächshaus ab Anfang Jänner,",,,,"2 – 4 g/a","1 – 1,5 cm",,,"30 x 30 cm bis 50 x 40 cm",,,"RFE",,,,"3,5 – 4,5 g","18 – 20°C",,"[2,3,4,5,6]","durchschnittlich 120 Tage (12-20 Wochen),",,,,,"Saat bis Ernte 12-20 Wochen",,
"Noriko","Kohlgewächse","Kohlrabi","https://www.reinsaat.at/shop/DE/kohlgewaechse/kohlrabi/noriko/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko18","0.5 g","4.15 g","Ende April bis Ende Oktober",,,"für Pflanzung im Gewächshaus ab Anfang Jänner,",,,,"2 – 4 g/a","1 – 1,5 cm",,,"30 x 30 cm bis 50 x 40 cm",,,"RFE",,,,"3,5 – 4,5 g","18 – 20°C",,"[2,3,4,5,6]","durchschnittlich 120 Tage (12-20 Wochen),",,,,,"Saat bis Ernte 12-20 Wochen",,
"Goccia D'Oro","Neue Sorten 2023",,"https://www.reinsaat.at/shop/DE/neue_sorten_2023/goccia_d_oro/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pa29","25 Korn","6.17 g","[14,15,16,17,18]","[10,11]","[2,3,4,5,6]",,"unter Glas 50x70 cm, im Freiland 40x40 cm",,,"5-10 g/a, TKG 6,5-10 g","ca. 1cm",,,,,,,,,,,,,"[8]",,,,,,,,
"Blanche ronde a oeuf","Melanzani",,"https://www.reinsaat.at/shop/DE/melanzani_1/blanche_ronde_a_oeuf/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Me22","30 Korn","3.97 g","[14,15,16,17,18,19]",,"[2,3,4,5,6]","Januar bis Ende Februar bei 22–25°C,","75x50 cm, max. 3 Triebe belassen",,,"1g für ca. 130-150 Pflanzen, TKG 3-5 g","ca. 1 cm",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,
"Runa","Neue Sorten 2023",,"https://www.reinsaat.at/shop/DE/neue_sorten_2023/runa/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pa60","30 Korn","8.30 g","[14,15,16,17,18]","[10,11]","[2,3,4,5,6]",,"unter Glas 50x70 cm, im Freiland 40x40 cm",,,"5-10 g/a, TKG 6,5-10 g","ca. 1cm",,,,,,,,,,,,,"[8]",,,,,,,,
"RS-Me-10.19 (Nala)","Melanzani",,"https://www.reinsaat.at/shop/DE/melanzani_1/rs-me-10.19_nala/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Me13","50 Korn","4.26 g","[14,15,16,17,18,19]",,"[2,3,4,5,6]","Januar bis Ende Februar bei 22–25°C,","75x50 cm, max. 3 Triebe belassen",,,"1g für ca. 130-150 Pflanzen, TKG 3-5 g","ca. 1 cm",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,
